item_id	i_category	r_complement	r_substitute
6488	27	[6468, 6617, 9651, 8346, 8347, 8061, 8864, 6614, 6484, 7615, 6465, 11102, 6466, 6473, 6467, 9602, 11922, 7613, 6461, 6463, 6808, 6474, 9786, 7479, 8072, 9360, 6489, 10227, 6462, 6485, 8862, 6471, 10228, 7609, 11100, 8071, 6480, 9975, 7478, 7616, 6486, 8069, 8348, 8863, 7483, 8859, 6772, 11473, 9629, 8872, 7636, 8898, 7317, 10433, 10416, 7614, 6477, 9630, 6469, 7612, 6464, 9625, 11311, 8020, 11838, 7610, 6449, 6475, 11167, 11312, 6616, 11309, 11308, 11285]	[6468, 8346, 9651, 8061, 8347, 6473, 6614, 6484, 6466, 6465, 6467, 6461, 6474, 9786, 7479, 6489, 8072, 6462, 9360, 6485, 6471, 11100, 7478, 8071, 6486, 7483, 8348, 8872, 7636, 10433, 6477, 9630, 9625, 11311, 8020, 11838, 7610, 6449, 11312, 11167, 11308, 11285]
6483	27	[6468, 8347, 6465, 6482, 6474, 9360, 8072, 10228, 8859, 7634, 11473, 6772, 7317, 10433, 11310, 11308, 6478, 8346, 9651, 6484, 6481, 11102, 9079, 7613, 10227, 7609, 6480, 9975, 8069, 8863, 7614, 7617, 8020, 7908, 7991, 11167, 6617, 6459, 8864, 6614, 7615, 6450, 6461, 6808, 7479, 6489, 6462, 6485, 6488, 8071, 8348, 10659, 6477, 6469, 6464, 8068, 6475, 11312, 9974, 7482, 6616, 11309, 6467, 6458, 7536, 6471, 11100, 7478, 7616, 6486, 7483, 8872, 7636, 8898, 7612, 9625, 11311, 7610]	[6468, 6478, 8346, 9651, 8347, 6614, 7615, 6484, 6465, 6481, 6467, 7481, 9079, 11922, 11308, 7613, 6461, 6474, 7479, 8072, 6489, 6462, 10227, 6485, 6488, 6471, 11100, 7478, 7616, 8071, 6480, 6486, 7483, 7634, 10433, 9630, 11310, 6464, 11311, 8020, 7610, 11838, 6449, 7908, 11312, 6616, 11309, 6466]
6485	27	[6468, 6478, 9651, 8346, 8347, 6459, 8864, 6614, 6484, 7615, 6465, 6481, 11102, 6466, 9079, 9602, 6467, 7613, 6461, 6463, 6808, 6474, 7479, 9360, 8072, 6489, 6462, 6488, 6471, 10228, 7609, 11100, 8071, 6480, 9975, 7478, 7616, 6486, 7483, 8348, 8859, 9629, 11473, 6772, 8872, 7636, 10659, 6809, 8898, 7317, 10433, 6483, 6477, 9630, 7611, 6469, 7612, 6464, 9625, 11311, 8020, 7610, 6449, 7908, 6475, 11167, 11312, 7482, 6616, 11309, 11308, 8059]	[6478, 6468, 9651, 8346, 8347, 8864, 6614, 7615, 6484, 6481, 6465, 7481, 6467, 9079, 7613, 6461, 6463, 6615, 6474, 7479, 6489, 8072, 6462, 9360, 6488, 6471, 11100, 7609, 7616, 7478, 6480, 8071, 6486, 7483, 8872, 10433, 6477, 7611, 6464, 8020, 7610, 6449, 11312, 7482, 6616, 11308]
6484	27	[6468, 8347, 6465, 11001, 6474, 9360, 8072, 10228, 8859, 9629, 11473, 6772, 7317, 10433, 11310, 9615, 11308, 6478, 9651, 8061, 11101, 9079, 9602, 7613, 9786, 7609, 6480, 8069, 8863, 6809, 8020, 7908, 7991, 11167, 6617, 6459, 8864, 6614, 7615, 11922, 6461, 6463, 6808, 7479, 6489, 6462, 6485, 9071, 6488, 4387, 8071, 8348, 7480, 6477, 6464, 6449, 6475, 11312, 7482, 6616, 6467, 6458, 7536, 6471, 11100, 7478, 7616, 6486, 7483, 8872, 7636, 8898, 9630, 7612, 9625, 11311, 7610]	[6478, 6468, 9651, 8061, 8864, 6614, 6467, 6465, 7481, 11101, 11102, 7613, 6461, 6463, 6615, 6474, 9786, 6479, 6489, 6462, 8072, 9360, 6488, 6471, 11100, 7478, 8071, 6480, 6486, 7483, 8863, 7480, 8872, 7636, 11310, 7612, 9625, 11311, 7610, 8070, 11312, 7482, 6616, 11308, 11285]
6487	27	[6468, 6617, 9651, 8346, 8347, 8061, 10964, 8864, 6614, 6484, 7615, 6465, 6466, 6467, 9079, 7613, 6461, 6463, 6474, 9786, 7479, 7536, 9360, 8072, 6489, 6462, 6485, 9071, 6488, 4387, 6471, 11100, 7609, 7478, 8071, 6480, 7616, 6486, 8069, 8348, 8863, 7483, 7480, 8859, 9629, 11473, 8872, 7636, 6809, 7317, 10433, 6477, 9630, 6469, 11310, 6464, 9625, 11311, 8020, 11838, 7610, 6449, 6475, 7991, 11167, 8861, 11312, 7482, 6616, 11309, 11308, 11285]	[6468, 6478, 8346, 9651, 8061, 8347, 6473, 6614, 6484, 6466, 6465, 7613, 6461, 6463, 6474, 7479, 6489, 9360, 6462, 6485, 6488, 6471, 11100, 7478, 7609, 8071, 6480, 6486, 7483, 8348, 8872, 7636, 10433, 6477, 9630, 7611, 9625, 11311, 8020, 7610, 6449, 11312, 11167, 6616, 11308, 11285]
6480	27	[6468, 6617, 9651, 8346, 8347, 8061, 6459, 8864, 6614, 6484, 7615, 6465, 11102, 11101, 6466, 9079, 11922, 6467, 7613, 6461, 6474, 7479, 9360, 8072, 6489, 6462, 6485, 6488, 6471, 10228, 7609, 11100, 8071, 7478, 7616, 8400, 6486, 8069, 7483, 8863, 8859, 9629, 11473, 7634, 8872, 7636, 8898, 7317, 10433, 6477, 9630, 7617, 11310, 6469, 6464, 7612, 9625, 11311, 8020, 7610, 6449, 7908, 6475, 11167, 11312, 7482, 6616, 11309, 11308, 11285]	[6478, 6468, 6617, 8346, 9651, 8864, 6614, 6484, 7615, 11102, 11101, 6465, 6467, 9079, 9602, 7481, 7613, 6461, 6463, 6474, 9786, 8072, 6462, 6485, 6471, 11100, 7609, 7616, 8071, 6486, 7483, 8863, 11473, 11310, 6464, 11311, 8020, 7610, 8070, 11312, 11167, 6616, 11308]
6481	27	[6468, 8347, 6465, 6482, 6474, 9360, 8072, 10228, 8859, 7634, 11473, 6772, 7317, 10433, 9615, 6478, 9651, 8346, 8061, 6484, 11101, 9079, 9602, 7613, 7609, 6480, 9975, 6809, 8020, 7908, 7991, 6617, 6459, 8864, 7615, 6614, 6450, 6461, 6463, 6808, 7479, 6489, 6462, 6485, 6488, 8071, 8348, 10659, 6483, 6477, 6476, 6469, 6464, 6449, 6475, 9974, 11312, 7482, 6616, 11309, 6466, 9294, 6771, 6467, 6458, 6471, 11100, 7478, 7616, 6486, 7483, 8872, 7636, 7611, 7612, 9625, 11311, 7610]	[6478, 6468, 6617, 8346, 9651, 8864, 7615, 6614, 6484, 6465, 6467, 7481, 9079, 7613, 6461, 6463, 6474, 9360, 8072, 6462, 10227, 6485, 6471, 11100, 7609, 7616, 7478, 6480, 6486, 7483, 7634, 8872, 7636, 10659, 7317, 10433, 6477, 7614, 7612, 6464, 11311, 8020, 7610, 6449, 7908, 6475, 11312, 7482, 6616, 11309, 11308]
6489	27	[6468, 6617, 9651, 8061, 6459, 10964, 8864, 6614, 6484, 7615, 6465, 6466, 6473, 6467, 8421, 9079, 11001, 7613, 6461, 6463, 6615, 6474, 9786, 6808, 7479, 9360, 8072, 6462, 6485, 9071, 6488, 4387, 6471, 11100, 7609, 7478, 8071, 6480, 7616, 6486, 8069, 8348, 8863, 7483, 9629, 6772, 11473, 8872, 7636, 8898, 6809, 7317, 10433, 6477, 9630, 6469, 11310, 9615, 9262, 6464, 9625, 11311, 8020, 7610, 6449, 6475, 7991, 11167, 11312, 7482, 6616, 11308, 11285]	[6468, 6478, 9651, 8061, 8347, 6473, 6614, 6484, 8864, 6465, 6467, 7613, 6461, 6463, 9786, 6474, 7479, 9360, 6462, 6485, 6488, 6471, 11100, 7478, 7609, 8071, 6486, 7483, 8348, 8872, 7636, 7317, 10433, 6477, 9630, 9625, 9615, 11311, 8020, 7610, 6449, 11312, 7482, 6616, 6466, 11285]
6490	10	[5560, 10220, 7211, 6327, 3183, 7762, 3455, 4818, 11003, 4392, 9705, 2723, 10221, 5530, 5774, 407, 5773, 10018, 6255, 6299, 2576, 6889, 7528, 7521, 408]	[5560, 408, 6327, 10018, 3183, 7762, 3455, 4396, 4818, 11003, 5774, 407, 4392, 7521, 6255, 6299]
6491	20	[8477, 8484, 8491, 9854, 3094, 8489, 8659, 8494, 9995, 8483, 7651, 8612, 3903, 6402, 11547, 8480, 8497, 9994, 8481, 11906, 8478, 9811, 11089, 8608, 6786, 7653, 8990, 8492, 8482, 8486, 7652, 8476, 8475, 8479, 5778, 8204, 7721, 8498]	[8481, 8478, 6937, 10353, 5778, 8608, 9995, 9994]
6492	9	[8896, 4035, 10901, 10920, 3567, 1258, 7560, 10921, 9390, 10862, 2883, 5166, 6903, 7315, 12027, 11190, 5469]	[8896, 4035, 10901, 9222, 10920, 10921, 9390, 7315, 11190, 5469]
6493	35	[7125, 252]	[5172, 10651, 7125, 4360]
6494	22	[10996, 11089]	[10784]
6495	9	[]	[]
6496	9	[4175, 8598, 6947, 10229, 7724, 7641, 7266, 8701, 8897, 7170, 8600, 5631, 10338, 3488]	[5289, 8599, 7724, 5951, 8597, 10652, 10473, 10338, 4699, 5630, 5208, 10206, 8897, 8112, 5633, 8600, 7170, 7156, 3488, 5712, 8598, 7224, 8601, 5646, 5175, 11372, 8326, 5288, 6497, 9992, 8815, 5454, 5127, 5185]
6497	9	[8585, 10003, 5182, 5951, 8587, 4737, 8597, 10682, 7286, 7144, 4923, 8596, 1, 5187, 4699, 8090, 3994, 5523, 7266, 6689, 9488, 8897, 5633, 8600, 11138, 3488, 5184, 8601, 6937, 5567, 10273, 7058, 6612, 8326, 5181, 8812, 8708, 8589, 6936, 6660, 6884, 10403, 8701, 7523, 7437, 8700, 5631, 10996]	[8585, 5951, 5977, 8597, 6427, 8596, 2610, 4699, 10971, 5208, 8897, 8600, 5633, 7156, 3488, 8598, 6937, 5646, 6936, 7421, 10972, 6660, 8701, 9070, 5127, 8700, 5631]
6498	11	[6283, 6599, 9876, 11357, 1194, 568, 10101, 8065, 945, 8289, 236, 5822, 7830]	[6599, 568, 265, 72, 8962]
6499	31	[6445, 4311, 3823, 6775, 8956, 4550, 8955, 8548, 5953, 10325, 4038, 3033, 5279, 8031, 3824, 2092, 3825, 1772, 9521, 5955]	[6445, 4311, 3823, 6775, 8956, 4550, 8955, 8548, 5953, 10325, 5279, 8031, 3824, 3066, 2092, 1772, 11039, 9521, 5955]
6500	19	[11444, 5289, 10003, 10138, 4815, 9492, 10996, 1899, 8090, 8259, 6915, 9493, 9525, 9839, 6763, 8793, 4758, 11025, 9473, 9494, 4211]	[9112, 1899, 8090, 6915, 6829, 9494, 8793, 9492, 9525, 8990]
6501	10	[1648, 1305, 4784, 496, 3076]	[1190, 4784, 11679, 11646, 11651, 496, 3076, 11222, 11662]
6502	10	[5492, 4094, 11523, 7818, 6997, 9122, 7928, 11373, 7651, 2610, 7427, 3994, 2698, 9055, 4128, 57, 7802, 14, 9747, 11109, 10273, 5181, 7653, 2702, 8569, 7801, 11749, 10996]	[5492, 10823, 7427, 9122]
6503	7	[11526, 3191, 6667, 10095, 3192, 3425, 8395, 11082, 6906, 11527, 5387, 641, 9431, 11007, 11402, 9876, 6666, 8661, 9177, 11757, 5467, 6599, 6678, 6662, 639, 12001, 10862, 11493, 642, 6541]	[11526, 3191, 6667, 3192, 9875, 3425, 8395, 3199, 6906, 6664, 641, 9431, 6665, 11007, 11402, 9876, 6666, 8661, 7710, 9177, 7227, 11757, 6848, 5467, 6678, 3193, 6662, 12001, 639, 10862, 642]
6504	4	[1098, 3418, 1947, 1042, 1436, 1091, 2403, 1269, 7129, 2466, 10257, 4397, 8572, 3054, 242, 1103, 5717, 3321, 7193, 3221, 4597, 6957, 4706, 1078]	[1269, 7129, 777, 1091, 10257, 7193, 1078, 11356, 4397]
6505	27	[10520, 7822, 711, 11484, 8633, 11482, 9324, 8507, 4892, 7962, 8124, 2987, 8636, 7924, 5098]	[8207, 11557, 7302, 10576, 10882, 7726, 7942, 1534, 7961, 7962, 4433, 8280, 8636, 7924]
6506	10	[10436, 3521, 3522, 8120, 8411, 11075, 3140, 3520, 8412, 9696, 3515, 7090, 8413, 5340, 5006, 6507]	[10436, 3521, 3522, 11075, 8411, 3140, 3520, 9696, 8412, 7090, 8413, 5340, 6507]
6507	10	[10436, 3521, 3522, 8120, 8411, 11075, 3140, 3520, 8412, 9696, 7090, 8413, 5340]	[10436, 3521, 3522, 8120, 11075, 8411, 3140, 3520, 9696, 8412, 7090, 8413, 5340]
6508	10	[2, 40, 3260, 7475, 2378, 2029, 5379, 6854, 9212, 5689, 7249, 6300, 8096, 9383, 1792, 2032, 8517, 7419, 6159, 9981, 9197, 6008, 3258, 11692, 9788, 8681]	[3260, 6684, 9207, 7475, 2378, 9929, 11837, 11111, 7249, 9208, 8096, 3257, 5410, 6300, 2032, 8372, 6159, 9981, 11944, 3261, 6330, 2251, 376, 2030, 3298, 4913, 3244, 3258, 8304, 9788, 3076, 3259]
6509	1	[8834, 3663, 3554, 5523, 7759, 7248]	[7248, 3047]
6510	10	[11160, 8442, 7643, 4008, 2311, 9732, 4877, 444, 4540, 4788, 9929, 2643, 5771]	[57, 3844, 7643, 4540, 6549]
6511	10	[11990, 11808, 3975, 6833, 6533, 11597, 5043, 7847, 4883, 447, 1979, 7446, 2427, 1511, 6534, 2972, 11222, 4067, 11256, 11976, 11965, 5692, 6430, 4505, 4492, 5805, 11651]	[4883, 4067, 3975, 6833, 5805, 1979, 6533, 5043, 1511, 2427, 3651, 4032, 7417, 11972, 4863, 6430]
6512	6	[11144, 8203, 5692, 4998, 7979, 771, 10204]	[8203, 5836, 11893, 9787, 8091, 5890, 5692, 7979, 8202, 5108, 6149, 6264, 4888, 2475, 4574, 10204, 2215, 11283]
6513	10	[4531, 5043, 7256, 7847, 4382, 6402, 8497, 7012, 9191, 7557, 8481, 6666, 8478, 8608, 8486, 3581, 7013, 5041, 5321]	[7557, 3581, 5321, 7013, 7256, 9191, 7012]
6514	10	[3435, 6652, 1644, 1205, 8787]	[1205, 10744, 1610]
6515	10	[2866, 6579, 3456, 2856, 3008, 3007, 6638]	[3456, 2866, 6579, 3452, 3008]
6516	34	[1581, 1194, 10849, 6122]	[8672, 6401, 5158, 9029, 6033, 9238, 5801, 10809, 11320, 10704, 11512]
6517	10	[7399]	[6545, 11642, 11415, 11302, 11458, 8338, 7717, 318, 10991]
6518	9	[5184, 8585, 5176, 6937, 5182, 9992, 5175, 5951, 8587, 5127, 7437, 5181]	[]
6519	10	[1532, 41, 3475, 7412, 9201, 3914, 4827, 2756, 3061, 1205, 443, 8787, 11936, 11160, 11092, 4187, 8442, 6359, 11408, 1610, 4830, 3244, 3177, 4188, 9084, 3482]	[2577, 1532, 11092, 6359, 4830, 3244, 1205, 443, 4188, 4187, 2756]
6520	35	[1337, 9542]	[1337]
6521	11	[8672, 5793, 1888, 3836, 11465, 2922, 7351, 821, 7830, 7847]	[8672, 7833, 7092, 9203, 821, 11791]
6522	7	[2074, 8119, 668, 2418, 9908, 5916, 5028]	[668, 2418, 4805, 11077, 4776, 5916]
6523	10	[11604, 3260, 9207, 2378, 11597, 11554, 11829, 11307, 11679, 696, 3005, 11222, 8497, 11256, 7419, 10103, 7652, 7418, 3177, 5680, 2215]	[9332, 11307, 3254, 9838, 11690, 10113, 1738, 11352]
6524	10	[5682, 8000, 3254, 8354, 7005, 9207, 7475, 5287, 2378, 6854, 11227, 6552, 6922, 10428, 5797, 5546, 9208, 9383, 1928, 8517, 9234, 3663, 10314, 3117, 7419, 9219, 3261, 6001, 6330, 7009, 2377, 9143, 3528, 5680]	[8517, 5070, 528, 3663, 10428, 10314, 9143, 7005, 5797, 11944, 9208, 6001, 8327]
6525	17	[172, 7377, 7369, 7376, 1187, 1168, 885, 6822, 2987, 10497, 6824, 6827, 8826, 9372, 6823, 882, 3019, 7379, 7254, 5592, 11416, 1846, 1331, 6447, 893, 277, 10575]	[7377, 5743, 1187, 1168, 885, 6822, 6827, 6824, 526, 2154, 11032, 6823, 2773, 882, 10993, 5592, 2050, 8546, 3737, 3130, 1846, 1331, 1489, 893, 5087, 2218, 1204, 277]
6526	26	[9363, 2894, 2372, 8421, 4267, 8631, 2987, 8684, 10497, 6824, 8826, 6960, 10517, 9881, 9634, 5589, 2198, 5746, 4230, 3733, 10447, 3607, 2096, 9758, 5098, 8415, 971, 3276, 2000, 9894, 4944, 9604, 7704, 4917, 4668, 6227, 3274, 5197, 1795, 3433, 3589, 10531, 3130, 8630, 1331, 10045, 1723, 7403, 2218, 10575]	[4267, 8631, 8684, 10497, 10186, 3733, 9758, 2000, 4944, 10608, 7704, 4668, 6227, 4709, 3462, 517, 3433, 8630, 10045, 4714, 10575]
6529	34	[5956, 1194, 3224, 844, 11077, 1602, 10812, 6857, 6042]	[3224, 6857, 844, 1194]
6527	10	[6655, 8492, 6784, 6628, 8481, 7652, 8476, 6402, 5321, 5043, 3177, 2007, 6310, 6786, 11406, 8497]	[6655, 6628, 3581, 9359, 5043, 3177, 2007, 5321, 10816]
6528	34	[4619, 1194, 3224, 2193, 844, 6906, 6857]	[233, 5788, 6906, 6042, 4619, 723, 5091, 9876, 1194, 3486, 6362, 7654, 274, 1548, 3224, 10862, 265, 1373, 9351, 5790]
6530	14	[1516, 5926, 2766, 1614, 2360, 1930, 4230, 4955, 8582, 4541, 2351, 507, 7688, 8836, 9676, 6454, 1613, 7033, 8211, 2614, 10540, 8244]	[11314, 8836, 7033, 2351, 507, 1614, 8244]
6531	11	[233, 5684, 5926, 9665, 8691, 10270, 2682, 5930, 8766, 4230, 5922, 7053, 2922, 9965, 4955, 6147, 4541, 7768, 10193, 8836, 9676, 4973, 1613, 3589, 6077, 5929, 4299, 9444, 6151, 8868, 6454, 10401, 3742]	[6815, 5930, 5926, 5929, 6782, 6151, 2922, 10193, 2673, 9665, 6454, 10401, 6147]
6532	3	[3541, 4167, 9771, 4205, 1532, 2447, 12025, 2953, 3570, 6025, 7333, 4573]	[3541, 1905, 9771, 1532, 2447, 3569, 12025, 3570, 6025, 26, 4167]
6534	4	[6533, 7043, 7884, 7847, 9180, 1190, 11649, 2922, 2972, 3278, 11965, 11976, 11988, 6951, 3313, 9676, 11840, 11703, 11704, 9451, 9191, 7705, 7417]	[12096, 11915, 11832, 6533, 7043, 11505, 7847, 9380, 11720, 2427, 11199, 7268, 9609, 9663, 7594, 11988, 6951, 11012, 11840, 11366, 11957, 7593, 11812, 11704, 5321, 7417, 1447]
6535	10	[7740, 11667, 6553, 2108, 9891, 6011, 4818, 7021, 6323, 908, 2623]	[7740, 11667, 2625, 6553, 8067, 9891, 9290, 6011, 11158, 7021, 9255, 9221]
6533	28	[11990, 2536, 5043, 7043, 11972, 9380, 11720, 11649, 11949, 1979, 2922, 6534, 1311, 2972, 6511, 4067, 11976, 11965, 11669, 11988, 6951, 3313, 11703, 3015, 3244, 7325, 7417, 4863]	[4863, 4883, 4067, 3975, 4492, 7417, 1979, 3244, 6534, 5043, 4032, 6951, 7043, 11972, 6511]
6536	27	[1109, 11032, 2425, 10920, 11190, 11504]	[6250, 2642, 2894, 11024, 6827, 1322, 3123, 7534, 2096, 11032, 6823, 2773, 7737, 2050, 8546, 8553, 3130, 3732, 1331, 6475, 1489, 7403, 1998, 2813]
6537	34	[9196, 5026, 9301, 5553, 11362, 6176, 6384, 6045, 8645, 696, 5954, 7351, 8218, 5830, 11504, 5238, 9176, 9195, 6172, 10625, 4811, 10867, 8341, 6383]	[6176, 6384, 6172, 6045, 8645, 5694, 5954, 9470, 9176, 11414, 6383]
6538	10	[6613, 5399, 8644, 386, 7024, 4112, 5600, 5037, 8100, 7044, 4592, 4394, 3718]	[10356, 2223, 5600, 7044, 5275, 382, 3718]
6539	10	[40, 11808, 3260, 3975, 9207, 6854, 9947, 1403, 6452, 11307, 11679, 7249, 696, 11222, 6056, 7419, 1814, 2007, 4492, 5805, 11651, 3258, 3750, 11640]	[39, 6579, 1159, 3975, 6575, 2007, 12030, 1403]
6540	10	[9724, 1841, 11092, 11720, 11836, 11511, 5805, 3258, 10781, 3750, 1403, 3076]	[1159, 2377, 3944, 3648, 5805, 3750, 1813, 1403]
6541	34	[11526, 3191, 3192, 9875, 3425, 11082, 6906, 11527, 6664, 641, 9431, 6665, 11007, 11402, 9876, 6666, 643, 9177, 7227, 11757, 6848, 5467, 6599, 6678, 3193, 8759, 10862, 12001, 639, 11493, 642, 9287]	[11526, 3191, 9875, 3425, 11082, 6906, 9553, 11527, 6664, 641, 9431, 11007, 11402, 9876, 6666, 643, 8661, 9177, 7227, 11757, 3628, 5467, 6599, 6678, 10862, 12001, 639, 11493, 642, 9287]
6542	35	[10025, 10358, 7829, 5174, 6355, 10924, 10251, 9021, 6765, 4423, 10336, 5731, 9539, 9547, 8973, 8030, 10880, 7205, 10354, 10136, 686, 6767, 9535, 6769, 10540]	[7829, 6767, 8973, 9547, 8030, 6355, 9535, 5174, 4423, 6765]
6543	35	[6454, 5926, 3313]	[2867, 10270, 7907, 7451, 2192, 5926, 10269, 3128, 10723, 1154, 9574, 5922, 342, 5238, 945, 4955, 2846, 3405]
6545	10	[6274, 6269, 7700, 10917, 6750, 4703, 4803, 9359, 4828, 6751, 7471, 4031, 6271, 4765, 7472, 10665, 6272, 7761, 10667, 3817, 6263, 9358, 6749, 3816, 8100, 10666, 10456, 2312, 9743, 10664, 7602, 8240]	[6274, 6269, 10013, 6750, 9359, 6751, 7471, 4658, 4031, 3792, 11642, 6271, 7472, 7717, 6272, 10665, 9524, 7761, 10667, 3817, 6263, 9358, 6517, 6749, 3816, 318, 10666, 10991, 10456, 9743, 8338, 8240]
6544	10	[6274, 6269, 7472, 8240, 6267, 6272, 9359, 7471, 9285]	[6274, 6269, 9743, 7472, 8240, 543, 10665, 9359, 6751, 7471, 9285]
6547	4	[7004, 2590, 6680, 6700, 7628, 7461, 6286, 4673, 7003, 6701, 6594, 7714, 6220, 3565, 9061, 6942, 7006, 6702]	[7004, 2590, 6680, 6286, 6700, 7461, 4673, 7005, 6701, 7714, 3565, 7628, 6702]
6549	10	[57, 7982, 6297, 11577, 7087, 9729, 840, 10980, 7192, 6442, 11765, 444, 8785, 11013, 4984, 5028, 4989]	[57, 7088, 3844, 6297, 7087, 6312, 56, 6311, 7081, 8784, 8785, 5170, 4677, 11577, 4989]
6546	28	[7004, 2590, 6700, 6286, 7232, 7628, 7461, 4673, 7003, 11646, 6701, 6547, 7714, 3565, 11460, 6942, 6702]	[2590, 6700, 7702, 4673, 7005, 7003, 1554, 6701, 6547, 3565, 7628, 7006, 6702]
6548	10	[8129, 11739, 447, 9729, 2805, 7668, 4308, 7974, 1651, 3664, 5772, 5771, 8130, 11222, 4989]	[8129, 11076, 2805, 444, 4984, 2983, 447, 4308, 1651, 7668, 5772, 8130, 4989, 5770, 4678, 5771, 10307, 9729, 4428, 4048]
6550	35	[1646, 2074, 623, 686, 10955, 622, 2254, 1645, 3165]	[1740, 314, 2074, 1646, 623, 686, 8189, 11734, 10955, 622, 2691, 680, 7301, 1645, 3165, 5222]
6551	4	[1369, 5591, 4615, 1270, 3319, 188, 1688, 228, 588, 2643, 589]	[1369, 5591, 1270, 1688, 228, 588, 2643, 589]
6552	9	[11604, 40, 11636, 11928, 11076, 11646, 10912, 11595, 9201, 11972, 9076, 7847, 11373, 10960, 10428, 11307, 3358, 4432, 11679, 11290, 11949, 7446, 9208, 4952, 11222, 1928, 4886, 8517, 10314, 4491, 11256, 8384, 733, 11667, 5416, 1624, 11243, 3359, 12057, 11651, 11643, 6408]	[7982, 11808, 11739, 11928, 10912, 11338, 9076, 11610, 10960, 4432, 10498, 12079, 7446, 4538, 9061, 4952, 4886, 4491, 4871, 6310, 733, 11243, 8509, 12057, 11717, 11719]
6553	10	[7740, 2625, 2108, 9891, 6535, 2626, 6011, 7021, 11717, 2623, 11827]	[7740, 9891, 6535, 6011, 7021]
6554	33	[8672, 2427, 7092, 8766]	[8672, 7092, 11848, 7666, 5583, 10160, 7830]
6555	7	[8672, 5793, 1516, 11799, 7092]	[8672, 11854, 7092, 7213, 5583, 4759]
6556	10	[6777, 40, 3260, 6684, 4134, 7412, 5205, 9201, 11111, 1885, 11339, 6452, 3571, 2899, 9200, 4541, 11160, 6652, 721, 5162, 9218, 5911, 6939, 5711, 11462, 8804, 9197, 4169, 11412, 8211, 5526, 8935, 3177, 224, 6257, 4906]	[4541, 6777, 11339, 6652, 4169, 11412, 721, 2608, 5526, 5911, 3177, 6939, 5205, 5711, 6257, 8804]
6557	11	[7831, 11314, 233, 7987, 7833, 9607, 7832, 6558, 7830]	[5684, 6073, 5926, 7987, 7833, 7830, 10069, 2140, 6577, 5930, 6558, 4992, 4955, 7831, 5794, 8725, 9607, 5073, 7832, 11139, 10160, 5790]
6558	34	[233, 6073, 5684, 7987, 5926, 7151, 7833, 9118, 10716, 7830, 10069, 10270, 2435, 8766, 7934, 3033, 3994, 6585, 5961, 7831, 6557, 1992, 7768, 9607, 6072, 10273, 2255, 5502, 6685, 6304, 7125, 274, 10269, 568, 4760, 7832, 9444, 6075, 5583, 10160, 1802]	[7831, 10069, 6557, 1992, 10265, 7987, 7833, 7768, 9607, 7832, 2255, 5502, 1802, 10160, 7830]
6560	12	[6559, 3432, 872, 4911, 4910, 879, 3827, 7360, 5181, 1131, 6673, 833]	[3432, 4911, 1818, 3999, 7360, 6673, 1837]
6563	4	[9388, 1986, 5626]	[9388, 1986, 5626]
6562	26	[9110, 9279, 8762, 8633, 5578, 9831, 8227, 8849, 8969, 10672, 10941, 8150, 9835, 9573, 8124, 8151, 9841, 11600, 5641, 9300, 9836, 9620, 3493, 10741, 9667, 10444, 8848]	[9841, 9279, 8099, 8762, 5578, 10941, 9300, 8150, 10161, 9836, 9842, 8849, 10672, 8722, 10444, 8848, 10445, 11028]
6559	12	[6781, 3432, 6605, 4911, 872, 1273, 5162, 7316, 6560, 1751, 8428, 879, 3486, 1131, 826]	[3429, 6561, 5162, 1751, 879, 1131]
6561	12	[1131, 826, 1751, 833]	[1131, 6559, 3999]
6564	9	[6348, 4745, 3506, 2565, 1558, 6793, 4367, 3499, 6142, 5044, 7222, 3500, 3575, 10671, 6637, 5039, 11046, 4357, 2869, 4802, 7362, 3392, 1746, 4030, 4823, 5204, 6638]	[6348, 11739, 8509, 6637, 10498, 3392, 10912, 5044, 5204, 6638]
6565	37	[8572, 9644, 8575, 3016, 1900, 3807, 7109]	[8575]
6566	37	[1081, 2545, 2401, 3054, 10260, 2991, 2538, 2841, 1038, 918]	[]
6567	9	[2425, 3358, 11596, 8961, 5043, 6188, 7386]	[10439, 9229, 2425, 11596, 7583, 8147, 2968, 2856, 9606, 11595, 7386, 3969, 1686]
6568	10	[5682, 6054, 9207, 7475, 3505, 543, 4569, 2378, 5044, 9901, 9218, 6897, 9208, 2324, 3499]	[6054, 9207, 543, 696, 9901, 3257, 9208, 2324, 11837, 5553]
6569	10	[7136, 6311, 3963, 7897, 5022, 2982, 8289, 1353, 6312, 7898, 10977, 3813, 3604, 4348, 2914, 6868, 8067, 9495, 8084, 10086, 3320, 6310, 11071, 5771, 3025, 10771, 9166, 7333, 11579, 11514, 6570, 6870, 1246, 6871, 5613]	[7136, 6311, 3963, 5844, 7897, 5022, 2982, 6312, 7898, 3604, 4348, 2914, 57, 8067, 9495, 5346, 4046, 56, 10086, 3320, 6310, 11071, 3025, 10771, 9166, 6570, 5613]
