item_id	i_category	r_complement	r_substitute
4661	21	[4636, 4614]	[]
4663	9	[250, 3148, 3149, 8865, 4343, 1930, 4225, 6657, 9342, 8860, 4378, 4220, 7353, 8290, 4803, 3, 5052, 579, 833, 1821, 5425, 4668, 5039, 4316, 9881, 4372]	[]
4662	13	[8166, 1742]	[]
4664	4	[7503, 8445, 6088, 1577, 4930, 4911, 9073, 7933, 1964, 4032, 7821, 8326, 4744, 4114, 5319, 2489, 5306, 7777, 3869, 3826, 3791, 4745, 2369, 3345, 6413, 4038, 8798, 2045, 5102, 7689, 3528, 3341, 8575, 9502, 9332, 1212, 4912, 2472, 5379, 6074, 6608]	[]
4665	7	[250, 1814, 2795, 1429, 390, 1352, 1959]	[]
4666	4	[2774, 3058, 2861, 5476, 5552]	[]
4667	21	[4651, 4925, 7128, 4337, 4772, 5744, 4939, 5508, 8105, 5198, 4620, 4329, 2485, 4889, 4328, 5542, 5311, 10263, 4855, 7766, 4733, 4726, 4625, 2313, 8691]	[]
4668	9	[250, 9039, 9689, 9599, 3148, 3149, 8805, 4225, 9950, 4663, 6357, 8860, 4220, 7353, 8290, 4803, 10015, 9813, 8649, 9793, 4372]	[]
4669	4	[5891, 4851, 3753, 4323, 4397, 5784, 1577, 4705, 7550, 1186, 8837, 6441, 3420, 4943, 1956, 1155, 4592, 4520, 5428, 7253, 3929, 5859, 4964, 3908, 3887, 6429, 5065, 6413, 3746, 5781, 5460, 9979, 3005, 5906, 4024, 3573, 5481, 3681, 1211, 8309, 4871, 2907, 5812, 3909, 5813, 6972, 4088, 4140, 6836, 3122, 2734, 5337, 4594, 4467, 7049]	[]
4670	4	[8015, 8903, 2926, 7351, 2679, 8650, 5784, 1577, 1875, 7550, 4705, 8837, 5314, 4943, 8697, 5008, 6828, 9476, 4520, 5569, 7093, 3929, 5859, 5361, 5584, 6579, 9462, 3917, 4567, 3168, 7803, 6429, 5065, 6413, 5682, 6519, 9979, 3005, 2638, 6553, 3909, 6395, 4024, 5007, 6031, 2969, 5591, 8133, 5536, 7875, 4610, 8309, 5066, 6096, 5067, 2684, 9771, 5813, 7500, 4871, 2962, 4088, 4140, 5137, 6938, 3006, 7548, 7073, 7049]	[]
4671	18	[3753, 4323, 6298, 7995, 3446, 3420, 4687, 4574, 8911, 5534, 7472, 8410, 4592, 6912, 3818, 5535, 5691, 7228, 5399, 7527, 5541, 5065, 5781, 4609, 5460, 6603, 6271, 4593, 4591, 7473, 5594, 5481, 7294, 6469, 5539, 5536, 7474, 2806, 5422, 4595, 6938, 7080, 4594, 4362, 4146]	[]
4672	24	[3100, 2901, 6473, 4656, 6029, 4862, 7384, 4215, 4863, 4861]	[]
4674	4	[7724, 5497, 5056, 5386, 4812, 5198, 1139, 4963, 5087, 4973]	[]
4673	4	[5056, 3738, 4963, 2987, 5433, 5198, 5676, 4950, 5087, 4812, 5722, 4909, 5497, 1126, 5386, 5574, 1139, 2547, 7725, 4742]	[]
4675	4	[2834, 4128, 3996, 8261, 1559, 5800, 5145, 1577, 5900, 1186, 1956, 4376, 3716, 4010, 9032, 3505, 1905, 1418, 8396, 6239, 6070, 3718, 4602, 7902, 2944, 2030, 5012, 4490, 3720, 5698, 3820, 2951, 1282, 9074, 3916, 1675, 2148, 1910, 5906, 7731, 6754, 4430, 3708, 4640, 6450, 3598, 2531, 2864, 7574, 4791, 2545, 2836, 2830, 9076, 3719, 4508]	[]
4676	13	[210, 4036, 3748]	[]
4677	9	[9039, 6138, 7113, 4423, 8147, 4000, 4220, 4222, 2582, 6657, 225, 7839, 9793, 9230]	[]
4679	4	[5311, 4925, 8208, 5015, 4667, 4855, 4772, 8005, 5508, 4836]	[]
4678	21	[2717, 4776, 4724, 4706, 1732, 3783, 4879, 4699, 4726, 4836]	[]
4680	4	[5342, 7985, 8903, 3372, 3996, 4152, 1207, 6088, 1577, 5900, 3504, 7670, 5314, 4202, 9073, 5323, 2056, 3502, 3709, 1956, 4376, 1259, 7627, 4252, 6828, 9075, 8326, 5306, 3796, 8740, 3168, 3510, 3376, 6413, 3720, 9074, 1517, 3916, 2045, 1675, 5102, 2148, 5906, 3476, 4430, 2050, 3410, 4514, 5591, 8575, 4640, 2864, 2824, 2051, 3795, 3102, 1197, 2049, 5624, 3805, 4167, 5264, 5986, 2057, 9076]	[2824, 6088, 3504, 5102, 2056, 3709]
4681	4	[4128, 2208, 4323, 2926, 4555, 2679, 6382, 1577, 1186, 4202, 1595, 4486, 4574, 3420, 3446, 4123, 1345, 4687, 1956, 2455, 7317, 2807, 4326, 4592, 6912, 4758, 5870, 4815, 1393, 5361, 1, 6252, 5584, 3818, 6070, 2680, 5065, 3004, 2925, 6068, 4609, 923, 5460, 1517, 3727, 1675, 4593, 4591, 6469, 1211, 4610, 3798, 4232, 2806, 2687, 1547, 1236, 4594, 4362, 4863, 2431]	[]
4682	5	[9809, 9827, 9260, 8662, 9385, 9821, 10317, 9707, 9961, 9259, 9800, 10360, 8663, 9366, 9755, 9801, 9569, 9225, 9983, 9508, 4420, 9605, 8715, 9473, 9264, 9880, 9232, 8110, 9603, 9831, 9499, 9654, 9862, 9477, 9729, 8714, 9261, 9966, 9428, 9319, 9510, 9391, 10180, 9925, 9113]	[]
4683	4	[5038, 9222, 3996, 4564, 4152, 6436, 1577, 5900, 1186, 2398, 1956, 5185, 4137, 3922, 6070, 2686, 5012, 4455, 3650, 3510, 5065, 5625, 1675, 5906, 3476, 4136, 4430, 4428, 4461, 2687, 4791, 3102, 5624, 4138, 3719]	[]
4684	4	[5914, 8108, 4334, 8855, 5153, 6037, 4377, 5790, 4843, 5527, 7505, 5494, 7509, 7508, 4644, 10252, 8792, 5385, 9976, 5528, 5068]	[]
4685	4	[6921, 3552, 1582, 1577, 5227, 2130, 7291, 3283, 7827, 3699, 3890, 2418, 6924, 4578, 4176, 3894, 495, 7750, 1065, 3272, 8396, 3284, 6922, 6925, 7714, 2262, 1242, 3054, 2125, 1675, 5855, 7236, 3882, 2843, 2086, 7644, 3017, 7460, 4030, 838, 2762, 2416, 3102, 3282, 2557, 7145]	[]
4686	10	[5311, 4925, 4812, 4667, 4620, 4855, 1184, 4772, 5086, 6928, 4733, 5508, 4612, 4836]	[]
4687	4	[8903, 8261, 2679, 6298, 1577, 5900, 5314, 3446, 3420, 1956, 4574, 8911, 7317, 2807, 1806, 4815, 5361, 1, 8082, 3818, 6070, 3917, 9759, 5315, 3168, 7803, 4581, 8556, 6413, 6068, 6773, 9753, 1675, 7294, 2029, 5447, 5536, 1480, 2824, 3909, 2806, 9771, 1427, 7500, 8055, 4362, 7501]	[]
4688	4	[3719, 5143, 2926, 2679, 1908, 1577, 6861, 3950, 1186, 1956, 3915, 1203, 1345, 6828, 3412, 5707, 5361, 5517, 5584, 1905, 3718, 3917, 6674, 7902, 4785, 7803, 4786, 3223, 5065, 4487, 4490, 5698, 6773, 3820, 2951, 2943, 3720, 6519, 1282, 1906, 1674, 1675, 1910, 6395, 5007, 4787, 3708, 2531, 2864, 4461, 6096, 2962, 9476, 1909, 7784, 7500, 7073, 2830, 4788, 4489, 6020]	[]
4689	27	[915, 8820, 4709, 2978, 7045, 2453, 6916, 6601, 7181, 4841, 4328, 8819, 7262, 916, 7928, 1612, 7703, 2635, 8328, 8765, 7927]	[]
4690	27	[4575, 4854, 8408, 4659, 3554, 4658, 9860, 4808, 4991, 1841, 4919, 4534, 2302]	[]
4691	9	[4479, 4477, 5898, 2584, 8865, 1015, 5669, 4220, 5641, 343, 940, 4677, 5200, 1435, 4933, 2776, 5415, 7943, 4222]	[]
4692	19	[250, 3148, 4387, 3590, 1582, 4168, 7030, 3754, 2818, 4378, 1872, 7070, 4339, 7467, 2594, 4532, 947, 4338, 2415, 3993, 4361, 4171, 128, 2627]	[]
4693	4	[5072, 5800, 6088, 1577, 1956, 8326, 9032, 5185, 6733, 5505, 5641, 4394, 7513, 6413, 1675, 4680, 8575, 4640, 9166, 3102, 1197, 3342, 7073]	[]
4694	4	[4905, 4344, 4458, 4759]	[]
4695	5	[9627, 3698, 3590, 3552, 1582, 5227, 3283, 7030, 3699, 3890, 7335, 6924, 8269, 9790, 4176, 3894, 4766, 8385, 6920, 6071, 8396, 3284, 8231, 6922, 5112, 7467, 7714, 1242, 4770, 2125, 6692, 3882, 2843, 2086, 7345, 3017, 7460, 4738, 4030, 5828, 2762, 8034, 8790, 4516, 3692, 3282, 1740]	[]
4696	4	[5779, 9223, 8903, 1207, 4217, 6752, 8261, 7073, 6088, 1577, 5900, 3530, 1186, 3420, 3699, 6020, 2746, 1956, 1345, 4376, 6530, 4176, 9032, 4510, 4137, 3475, 2944, 4602, 3917, 3168, 2735, 5012, 3510, 3037, 5065, 5692, 6413, 2951, 2659, 923, 5625, 2643, 6740, 1675, 2148, 2466, 4533, 5906, 5594, 3426, 3476, 6031, 1585, 4430, 4553, 4640, 7257, 1771, 8309, 4791, 4055, 7519, 3102, 1359, 1236, 4054, 3858, 4167, 3408, 5543, 3719]	[]
4697	24	[5741, 1391, 2250, 5153, 1684, 579]	[]
4698	21	[5045, 3327, 5377, 5017, 1139, 4923, 3140, 5720, 2566, 4937, 4701, 4811, 5746, 4794, 4921, 4814]	[]
4699	4	[4328, 4776, 4724, 2036, 4925, 8208, 7765, 9545, 7783, 1732, 4706, 3500, 4726, 4836]	[]
4701	1	[5377, 4923, 4937, 7303, 2566, 4811, 5746, 2303, 5017, 8642, 4698, 6962, 4794, 4921, 8905, 5045, 8216, 5720, 7614]	[]
4700	12	[1982, 5635, 8020, 1866, 735, 22, 4872, 3783, 8860, 5153, 4484, 6702, 2223, 7353, 4377, 3, 579, 1954, 5674, 4133, 4994, 2385, 6951, 7414, 8632, 5069, 5169]	[]
4702	27	[2514, 460, 1683, 1699, 1996, 542, 7243, 2010, 2303, 6532, 1479, 1340, 1089, 513, 529, 2016, 562, 5839, 1314, 7588, 4460]	[]
4703	21	[4714, 9348, 7482, 990, 9442, 1903, 7480]	[4714, 1903, 9348, 9442]
4704	4	[2607, 3938, 2926, 3959, 7586, 4555, 4944, 1577, 4071, 4021, 4687, 7032, 4165, 4326, 5029, 5608, 5428, 5027, 7093, 3027, 5361, 5030, 5584, 5028, 5830, 4227, 2735, 4490, 6413, 4068, 8184, 4489, 7377, 2638, 1675, 8004, 3729, 6395, 7294, 5007, 5770, 3798, 6972, 5984, 4597, 5573, 3939, 4087, 1979, 3981, 3960]	[]
4705	4	[5891, 4851, 8903, 8834, 3753, 4397, 2679, 5784, 1577, 1875, 7550, 8837, 4943, 4314, 8911, 1155, 4520, 5428, 7253, 3929, 5859, 4964, 1, 5584, 2290, 4362, 7228, 9462, 6429, 5065, 6413, 6528, 9979, 7377, 5906, 4024, 7294, 6619, 4553, 5591, 7875, 6069, 8309, 4871, 2907, 5067, 2684, 9771, 5813, 7500, 4088, 3909, 2687, 6972, 6938, 7080, 8055, 4167, 5337, 4467, 7049]	[]
4706	21	[4776, 4724, 5311, 4925, 8216, 4329, 4855, 4200, 1732, 3783, 4879, 4699, 4726, 4836]	[]
4707	4	[2679, 1577, 5314, 4755, 6109, 4229, 2736, 4231, 6828, 2807, 4326, 5707, 5870, 3161, 1393, 5361, 5584, 4228, 5830, 3796, 7341, 3725, 3917, 5315, 3168, 5666, 7803, 6059, 3726, 5065, 6413, 7377, 1894, 3727, 1675, 6468, 5350, 2046, 6395, 3729, 7294, 2029, 5007, 3951, 2969, 5591, 4288, 4610, 3798, 6381, 6237, 5708, 2962, 4232, 8650, 4230, 5709, 2830, 4489, 4647]	[]
4708	9	[2208, 1207, 4364, 1210, 1577, 1186, 4816, 3420, 1956, 4687, 1208, 6414, 6869, 2832, 5428, 5870, 5306, 6733, 343, 1209, 6413, 6497, 6021, 1675, 5932, 6868, 2148, 4053, 1206, 4787, 6031, 1979, 1211, 5848, 3805, 1197, 1236, 2734, 4594, 2047, 2207, 6020]	[]
4710	4	[3463, 3202, 3184, 3268, 5687, 3245, 4286, 3783, 4413, 4178, 3187, 3327, 3895, 9, 4447, 3365, 3481, 3143, 3240, 4774, 7337, 4920, 4257, 6567, 3636, 8101]	[]
4709	27	[915, 8820, 5207, 3802, 5101, 7094, 8289, 5443, 6775, 9818, 7045, 5553, 5655, 6916, 4329, 6601, 9258, 7181, 6135, 4841, 9180, 8819, 7562, 7262, 5327, 10223, 916, 5527, 6962, 7928, 6078, 7703, 7645, 8729, 10222, 8328, 8765, 6027, 7927, 4832, 5068]	[]
4711	12	[2208, 1207, 2008, 931, 4364, 2679, 2926, 3423, 4210, 1577, 1875, 1186, 3420, 1956, 4574, 4231, 4687, 1208, 1345, 4376, 4592, 2001, 3818, 3718, 3168, 343, 4115, 1781, 923, 2943, 3005, 2638, 2148, 3888, 4593, 1206, 3418, 6031, 3681, 2891, 1211, 4610, 2824, 1480, 4232, 1427, 2163, 4088, 4595, 4060, 3006, 4167, 1979, 1767, 2207, 2835]	[]
4712	9	[9340, 3030, 7034, 2168, 2725]	[]
4714	23	[9348, 10284, 9700, 9442, 4703, 9680, 1778, 8631, 7733]	[]
4713	24	[2862, 6726, 8492, 9984, 6474, 6473, 6725, 2825, 6639, 4271, 6724, 9429, 4861, 8232, 4618, 8605, 2840, 5476, 2726, 4863, 8728, 8168]	[]
4715	21	[5701, 2198, 4999, 4878, 1838, 3775, 5068]	[]
4716	4	[2058, 1577, 3662, 6411, 5925, 3658, 1887, 3115, 2225, 4262]	[2058, 2498, 3662, 6411, 2260, 5925, 3583, 1887, 5638, 3658, 5637, 3115, 2225, 1839, 4262]
4717	4	[6273, 2926, 2679, 1577, 1186, 7416, 7151, 4928, 5743, 4554, 2264, 7668, 5612, 5428, 4859, 6407, 4867, 5361, 8341, 7415, 3809, 7626, 3917, 6674, 3168, 6470, 5065, 7258, 6413, 5219, 7336, 3677, 7153, 7321, 1675, 7366, 5007, 3088, 4553, 3089, 2824, 3643, 7698, 6272, 3641, 5968, 3102, 3858, 4167, 7167, 6652, 5543, 7947]	[]
4718	13	[6744, 2977, 6745, 7350, 3273, 2138, 7950, 6871, 6747, 3309, 8420, 8480, 7992]	[]
4719	4	[8903, 7351, 2679, 1577, 5900, 3610, 1956, 8697, 3709, 5608, 2216, 8827, 2637, 5584, 9462, 3917, 2782, 7803, 3924, 9461, 6519, 1675, 8745, 6395, 5906, 6619, 4430, 4428, 3708, 4640, 8133, 3598, 2606, 7574, 5067, 9771, 2962, 5984, 8650, 9476, 7073, 4647]	[]
4720	5	[3202, 3866, 3456, 3731, 7468, 3327, 1996, 5862, 579, 5954, 3481, 4175, 3045, 2385, 4649, 2022, 7509, 5420, 3378, 4051]	[]
4721	14	[5070, 5504, 5657, 4947, 3281, 5516, 5059, 8371, 5073, 5207, 5099, 5468, 5101, 4992, 5687, 4872, 5248, 5479, 4959, 5022, 5389, 5081, 5170, 5229, 5443, 5184, 5391, 6737, 5331, 5655, 5153, 5075, 5821, 5466, 7196, 4988, 4893, 4883, 5658, 5509, 5438, 7773, 5020, 6475, 5321, 5685, 4844, 7347, 5458, 5527, 5549, 7511, 5263, 5570, 5588, 6073, 5486, 7178, 5392, 6951, 5161, 5426, 5390, 5378, 8102, 5564, 5250, 6027, 8954, 8458, 5322, 5068]	[]
4722	24	[3100, 6657, 4432, 2825, 4407, 241, 3066, 5562, 2992, 326, 1947, 850, 3421, 1444, 4933, 8312, 4459, 3291, 5751, 4863, 4861, 3629]	[]
4723	4	[1699, 4453, 2978, 7045, 2453, 6916, 6601, 8977, 4689, 2596, 7262, 6961, 916, 6962, 2302, 2635, 7233, 7090, 6421, 2313, 5146]	[]
4724	4	[4328, 4776, 6939, 4925, 7580, 4329, 8056, 8462, 8048, 4699, 4706, 7303, 4726]	[]
4725	0	[4337, 6788, 6499, 6505, 6506, 7206, 4420, 6712, 2992, 4598, 6522, 4295, 6741, 6786, 5549, 6449, 6521, 5716, 6627, 6606, 4301, 6605]	[]
4726	21	[4776, 7591, 7783, 4724, 8208, 8216, 9179, 7310, 9566, 4706, 4699, 4836, 5068]	[]
4727	4	[3096, 6283, 2008, 2926, 4555, 2679, 2578, 1577, 3504, 5314, 6109, 1186, 4021, 3420, 4231, 1345, 4326, 5029, 4704, 5608, 5428, 5511, 5870, 7093, 5361, 5584, 8827, 3725, 5315, 3917, 3168, 3450, 4115, 5065, 4487, 6413, 2943, 3005, 2638, 7377, 1675, 3677, 6468, 3729, 4488, 5007, 5455, 5770, 4005, 5904, 2969, 4610, 1480, 3798, 2824, 2684, 4232, 2806, 1427, 5984, 4597, 5137, 3939, 3006, 4087, 2734, 1767, 2892, 4489, 3960, 4647]	[]
4728	4	[4476, 4007, 3921, 4172, 4413, 3783, 4073, 3495, 3832, 3327, 3762, 4447, 4096, 4485, 4270, 3982, 3365, 2628, 4641, 3197, 3321, 4774, 4464, 4920, 4531, 3863, 6567, 3555, 3764, 4258, 4200, 3763, 3636]	[]
4729	4	[]	[]
4730	9	[3202, 10166, 3338, 4334, 3481, 5153, 3143, 3378, 7383, 5385, 8597, 3731, 844, 2385, 2818, 3846, 2900, 3047]	[]
4731	7	[9340]	[9340, 8086, 10269, 7340, 3974, 9958, 7034, 2168, 4422, 2379, 7779, 2725, 2574]
4732	4	[6526, 1744, 4765, 5714, 2764, 1727, 3957, 1800, 5233, 4472, 6563, 343]	[]
4733	4	[4651, 4724, 4925, 4667, 8048, 4772, 5744, 2227, 9633, 5508, 4612, 7763, 5198, 3140, 4329, 6916, 2303, 4889, 4328, 4776, 5311, 9829, 4855, 7837, 6962, 7755, 2036, 7090, 8216, 4625, 8328, 2312]	[]
4734	4	[5185]	[]
4735	4	[8569, 4332, 4104, 3792, 4337, 6959, 4015, 5046, 4606, 4523, 4481, 7097, 7057, 6802, 4548, 4149, 4433, 4590, 4028, 4191, 7905, 4558, 5571, 4192, 7042, 6386, 6648, 7044, 4468, 4854, 7701, 4298, 4426, 4295, 3995, 5549, 4425, 3747, 5598, 4112, 5839, 4565, 9428, 282, 4644, 4646, 4161, 4350, 4598]	[]
4736	5	[8487, 9911, 9058, 6884, 7257, 3209, 10198, 8476, 5101, 10323, 4222, 8839, 8491]	[]
4737	4	[5185, 1577, 3347, 6064, 1992, 1675, 2083, 1119]	[]
4738	19	[9627, 2741, 3590, 1582, 7030, 3699, 7335, 6924, 8269, 9790, 4176, 4577, 3894, 4766, 6920, 6071, 8396, 5112, 7467, 7714, 4770, 2125, 3757, 3882, 2843, 7163, 7345, 7460, 1627, 7470, 5828, 1716, 2762, 8034, 8790, 4516, 3692, 3282, 1740]	[]
4739	4	[3202, 3522, 3281, 24, 8515, 6446, 5687, 3636, 3245, 4286, 4413, 3783, 4652, 4178, 5095, 4187, 2796, 6939, 3187, 3327, 3338, 3895, 3179, 8465, 3214, 4447, 4536, 3365, 4819, 2628, 4193, 6415, 2385, 4293, 4257, 4139, 3782, 3814, 4531, 6567, 3555, 4258, 3768, 1553, 3638, 4412, 3265, 3813, 7254, 3921, 3311, 6898]	[]
4740	16	[1314, 8944, 1714, 7157, 4624, 6262, 3873, 1684, 9334, 6421, 3128, 6314, 5763, 4808, 1796, 1421, 3318, 1071]	[]
4742	21	[5497, 5056, 5386, 1632, 1139, 4812, 5676, 4909, 4892, 4950, 5087, 5433]	[]
4741	21	[5386, 1139, 4812, 4909, 4742, 4892, 4950]	[]
4744	4	[7985, 4664, 6088, 1577, 9073, 4032, 8326, 5319, 5306, 7777, 343, 4745, 2369, 6413, 1675, 7560, 1212, 4912, 5379, 4743]	[]
4745	4	[2369, 7985, 4744, 4664, 5319, 6088, 1577, 4912, 2045, 5306, 5102, 7933, 4743, 4394, 8575]	[]
4743	4	[4745, 2369, 7985, 4744, 4664, 1577, 5192, 5102, 5310, 8575]	[]
4746	5	[8614]	[]
4748	4	[8903, 2926, 7351, 2679, 4398, 1577, 1186, 8837, 4229, 4943, 4444, 4391, 1155, 6828, 5029, 5569, 3417, 5428, 5870, 3929, 5361, 5584, 8827, 5830, 3725, 4126, 3917, 4567, 7803, 1342, 5065, 4490, 4449, 4390, 5682, 6519, 9979, 1675, 8004, 6868, 6395, 4488, 5007, 2029, 3951, 4670, 6469, 2969, 4640, 4869, 4747, 6069, 5066, 6096, 5067, 4871, 4127, 5984, 2962, 3805, 3960, 2734, 4489, 3704]	[]
4747	4	[5891, 7351, 4748, 4398, 2679, 4705, 1577, 1597, 1875, 7073, 4391, 6828, 5569, 5428, 3929, 5361, 5584, 5330, 5830, 3725, 2686, 3917, 4567, 7803, 5065, 4487, 4390, 6773, 5682, 6519, 9979, 6553, 1675, 9216, 6395, 3951, 5007, 6619, 3708, 4869, 6069, 8309, 5066, 6096, 5067, 9771, 4871, 2962, 5008, 8650, 2687, 3852, 12, 4563, 4489, 3704, 3853]	[]
4749	4	[3096, 8015, 4152, 4397, 1154, 3415, 5784, 1577, 4705, 2938, 8837, 1486, 6414, 4252, 1155, 3724, 5569, 3417, 5870, 3929, 5306, 5330, 6866, 2735, 3168, 3726, 1342, 4455, 6413, 3116, 4449, 4289, 3005, 2939, 3727, 1675, 4024, 3951, 6978, 4670, 4430, 2969, 5626, 5591, 4288, 7875, 6069, 1608, 4871, 3909, 5067, 9771, 3795, 4088, 3805, 6938, 3006, 2734, 4167, 1979, 4467, 7049]	[]
4750	5	[7789, 8398, 8433, 791, 7037, 7038, 8846, 7045, 2217, 6916, 6601, 8977, 2223, 4841, 7860, 579, 4328, 4979, 8819, 7262, 8630, 7928, 7703, 9147, 7861, 8693, 7410, 1743, 8302]	[]
4751	4	[8905, 4908, 8641, 4891, 8642, 4814, 5018]	[]
4752	24	[2862, 4942, 6726, 6474, 5468, 5101, 6725, 5248, 5479, 5170, 2772, 5443, 6737, 5153, 5655, 5251, 5249, 4988, 9180, 6433, 5327, 8643, 5527, 5036, 5163, 5378, 5250, 2840, 5476, 2726, 4863, 5068]	[]
4753	4	[]	[]
4754	4	[4187, 3327, 1139, 7186, 5655, 4989, 1577, 4193, 5101, 4286, 4447, 4178]	[]
4755	4	[8903, 2607, 2926, 2679, 4946, 7073, 1577, 4071, 5314, 1186, 4687, 1956, 6828, 4326, 5029, 5608, 4758, 5428, 3540, 7093, 3918, 5361, 3027, 6649, 5584, 5830, 2975, 3917, 5640, 7803, 5065, 4487, 6413, 4490, 4489, 5568, 2943, 5682, 6519, 2956, 2638, 6553, 1675, 7377, 6468, 3729, 6395, 5906, 7294, 5007, 5904, 7004, 3708, 4121, 4610, 3798, 2606, 8650, 9476, 9771, 4127, 5984, 6972, 4597, 3939, 4563, 3981, 4555, 4647]	[]
4756	4	[5045, 5377, 4794, 4937, 4698, 4811, 4701]	[]
4757	4	[]	[7724, 4651, 4925, 8867, 4667, 4620, 4329, 4855, 5744, 5136, 4733]
4758	4	[4572, 4555, 4946, 1577, 4071, 5900, 4755, 1186, 1956, 4486, 4495, 4326, 5029, 5608, 5428, 3540, 3918, 5361, 2216, 6649, 5584, 7448, 5830, 6070, 3917, 7803, 4321, 4562, 5065, 3924, 4490, 2956, 3856, 3461, 3916, 5907, 1675, 4070, 2915, 6395, 5906, 4640, 4610, 3798, 2606, 3816, 4127, 4626, 5984, 5573, 4597, 3102, 3121, 4489, 3960]	[]
4759	27	[3097, 915, 4709, 4458, 7028, 6870, 1699, 2767, 7352, 1996, 2978, 6916, 6601, 2010, 4344, 3669, 2303, 4841, 4285, 5017, 7928, 4471, 4905, 7645, 1745, 4211, 8328, 935, 4236]	[]
4760	4	[250, 4260, 4334, 3986, 4492, 3847, 2818, 5548, 4256, 4603, 7459, 4660, 3483, 4987, 6702, 3254, 4436, 3706, 5892, 5403, 3648, 3653, 3992, 4381, 4408, 4542, 4907, 3663, 4448, 4915]	[]
4761	4	[4285, 4211, 4561, 4759, 4458, 4344, 4471, 6291, 4905]	[]
4762	9	[2622, 8937, 2135, 1778, 4173]	[]
4763	4	[2703, 5741, 3647, 3471, 3646, 4062, 3652, 4348, 3297, 3702, 4208, 4046, 4764, 3244]	[]
4764	1	[2703, 5741, 2415, 3647, 2547, 3297, 4062, 3652, 4348, 3702, 1733, 3244]	[]
4765	4	[1806, 6526, 1744, 5234, 5714, 2078, 4732, 4060, 1800, 5233, 5713, 1805, 2226]	[]
4766	4	[7162, 9627, 2741, 3590, 3552, 1582, 5227, 7827, 7030, 3699, 7335, 8269, 9790, 4176, 4577, 6920, 6071, 8396, 3284, 7467, 2262, 4770, 2125, 5855, 3757, 6692, 2771, 7163, 1885, 7644, 7345, 4738, 7939, 7470, 5828, 1716, 2762, 2416, 8790, 3282, 1740]	[]
4767	4	[]	[9112, 3690, 4107, 6431, 4465, 4480, 4352, 3751, 9365, 4385, 3468]
4769	12	[8414, 10227, 9357, 8147, 1212, 5185, 5887, 5415, 7943, 8349, 4220, 10176, 4768, 4222, 8331, 910]	[]
4768	12	[8414, 10227, 5185, 4769, 8865, 5415, 8349, 4220, 9950, 8331, 7209, 9517, 4222, 6657, 6253, 9793]	[]
4770	19	[9627, 2741, 3590, 1582, 5227, 7030, 3699, 3890, 7335, 8269, 9790, 4176, 4577, 4766, 8385, 6920, 6071, 8396, 6922, 5112, 7467, 7714, 2262, 2125, 5855, 3757, 3882, 2843, 7163, 5827, 7345, 4738, 7470, 5828, 4695, 1716, 2762, 8790, 4516, 3282, 1740]	[]
4771	5	[3202, 7762, 4947, 5914, 4332, 8108, 9255, 8674, 5983, 5154, 5759, 4872, 5341, 2818, 8860, 6277, 7857, 3338, 6849, 8073, 5153, 5655, 9253, 5075, 2223, 9613, 5254, 7174, 4377, 9036, 9091, 7328, 9631, 9219, 4812, 6433, 7941, 8110, 5790, 7147, 8618, 5527, 8235, 9431, 5494, 5487, 6951, 9897, 8644, 5069, 5378, 9115, 8792, 5385, 5086, 8074, 5528, 5068, 5890]	[]
4773	4	[1731]	[]
4772	21	[4328, 4925, 5198, 4667, 4329, 4855, 4733, 5508, 4836]	[]
4774	1	[3202, 6566, 3636, 3783, 4413, 4652, 4178, 4187, 3187, 3327, 5844, 8465, 6040, 3214, 4447, 4537, 4536, 3365, 4001, 6039, 4641, 3248, 3143, 3431, 4193, 4924, 6415, 8039, 3536, 3841, 4920, 4531, 6567, 3524, 3555, 4728, 3247, 4412, 3921, 3311]	[]
4775	16	[9368, 8238, 4541, 2522, 7871, 3779, 6478, 9668, 6480, 7911, 7186, 9872, 9546, 856, 3464, 7909, 10065, 9945, 8236, 7870, 3305, 5002, 7881, 8100, 9021, 9448, 6479]	[]
4776	4	[4724, 4836, 4733, 1732, 4706, 1841, 4699, 4726, 4612, 4879]	[]
4777	9	[2208, 4498, 4210, 1577, 5360, 1186, 4816, 3435, 3420, 1208, 5358, 5359, 4860, 1209, 5357, 923, 4169, 2148, 6868, 3439, 4544, 3449, 4708, 1211, 5848, 1780, 1979, 2047, 5948, 3869]	[]
4779	4	[9624, 5185, 4025, 1577, 5962]	[]
4780	19	[]	[]
4778	13	[3053, 751, 6343, 4404, 1115, 3940, 1686, 9072, 1750, 1521, 7992]	[]
4781	4	[4364, 5234, 1744, 1783, 5233, 4472, 6563, 1052, 6950]	[]
4782	1	[4040, 2781, 1293, 4541, 8384, 7186, 2488, 2887, 856, 8100, 3306, 3779, 3464, 8236, 7452, 3305, 4775, 4048]	[]
4785	4	[5143, 2823, 1559, 1908, 1577, 1691, 1186, 3411, 1956, 3709, 1203, 1345, 3716, 3914, 4010, 3505, 1393, 5361, 6252, 1905, 1418, 3818, 6239, 3718, 3859, 4786, 3223, 5065, 2829, 4688, 3820, 5698, 2951, 5460, 4784, 3720, 1282, 2863, 1674, 1675, 1223, 1574, 1910, 4787, 3708, 2531, 3598, 6358, 4461, 2864, 5067, 2545, 7687, 3102, 2836, 3631, 2865, 2532, 4788, 3717, 3719, 5921]	[]
